"*Beginning for the 2015-16 season, reports from public health and clinical laboratories are presented separately in the weekly influenza update, FluView. Data from clinical laboratories include the weekly total number of specimens tested, the number of positive influenza test, and the percent positive by influenza type."
REGION TYPE,REGION,YEAR,WEEK,TOTAL SPECIMENS,TOTAL A,TOTAL B,PERCENT POSITIVE,PERCENT A,PERCENT B
States,Idaho,2016,49,50,6,0,12,12,0
States,Illinois,2016,49,335,3,2,1.49,0.9,0.6
States,Indiana,2016,49,177,1,0,0.56,0.56,0
States,Iowa,2016,49,119,2,0,1.68,1.68,0
States,Kansas,2016,49,87,0,0,0,0,0
States,Kentucky,2016,49,332,0,0,0,0,0
States,Louisiana,2016,49,737,16,2,2.44,2.17,0.27
States,Maine,2016,49,X,X,X,X,X,X
States,Maryland,2016,49,137,2,0,1.46,1.46,0
States,Massachusetts,2016,49,509,8,5,2.55,1.57,0.98
States,Michigan,2016,49,952,24,7,3.26,2.52,0.74
States,Minnesota,2016,49,358,7,0,1.96,1.96,0
States,Mississippi,2016,49,87,2,2,4.6,2.3,2.3
States,Missouri,2016,49,762,11,1,1.57,1.44,0.13
States,Montana,2016,49,137,9,1,7.3,6.57,0.73
States,Nebraska,2016,49,110,5,0,4.55,4.55,0
States,Nevada,2016,49,11,0,0,0,0,0
States,New Hampshire,2016,49,20,0,0,0,0,0
States,New Jersey,2016,49,X,X,X,X,X,X
States,New Mexico,2016,49,180,1,0,0.56,0.56,0
States,New York,2016,49,1483,46,2,3.24,3.1,0.13
States,North Carolina,2016,49,321,8,3,3.43,2.49,0.93
States,North Dakota,2016,49,26,0,0,0,0,0
States,Ohio,2016,49,1481,25,8,2.23,1.69,0.54
States,Oklahoma,2016,49,179,2,0,1.12,1.12,0
States,Oregon,2016,49,392,56,0,14.29,14.29,0
States,Pennsylvania,2016,49,498,13,3,3.21,2.61,0.6
States,Rhode Island,2016,49,X,X,X,X,X,X
States,South Carolina,2016,49,311,0,4,1.29,0,1.29
States,South Dakota,2016,49,158,0,0,0,0,0
States,Tennessee,2016,49,184,3,1,2.17,1.63,0.54
States,Texas,2016,49,1653,37,29,3.99,2.24,1.75
States,Utah,2016,49,584,33,0,5.65,5.65,0
States,Vermont,2016,49,121,7,0,5.79,5.79,0
States,Virginia,2016,49,248,3,0,1.21,1.21,0
States,Washington,2016,49,681,38,0,5.58,5.58,0
States,West Virginia,2016,49,453,5,2,1.55,1.1,0.44
States,Wisconsin,2016,49,684,13,3,2.34,1.9,0.44
States,Wyoming,2016,49,X,X,X,X,X,X
States,Puerto Rico,2016,49,0,0,0,0,0,0
States,Virgin Islands,2016,49,X,X,X,X,X,X
States,New York City,2016,49,X,X,X,X,X,X
States,Alabama,2016,50,739,30,8,5.14,4.06,1.08
States,Alaska,2016,50,X,X,X,X,X,X
States,Arizona,2016,50,226,0,0,0,0,0
States,Arkansas,2016,50,75,1,0,1.33,1.33,0
States,California,2016,50,1392,77,4,5.82,5.53,0.29
States,Colorado,2016,50,533,22,2,4.5,4.13,0.38
States,Connecticut,2016,50,391,13,0,3.32,3.32,0
States,Delaware,2016,50,158,14,0,8.86,8.86,0
States,District of Columbia,2016,50,X,X,X,X,X,X
States,Florida,2016,50,X,X,X,X,X,X
States,Georgia,2016,50,956,79,22,10.56,8.26,2.3
States,Hawaii,2016,50,256,23,3,10.16,8.98,1.17
States,Idaho,2016,50,56,8,0,14.29,14.29,0
States,Illinois,2016,50,401,7,11,4.49,1.75,2.74
States,Indiana,2016,50,172,2,1,1.74,1.16,0.58
States,Iowa,2016,50,124,4,0,3.23,3.23,0
States,Kansas,2016,50,94,3,0,3.19,3.19,0
States,Kentucky,2016,50,361,2,0,0.55,0.55,0
States,Louisiana,2016,50,861,51,4,6.39,5.92,0.46
States,Maine,2016,50,X,X,X,X,X,X
States,Maryland,2016,50,175,3,0,1.71,1.71,0
States,Massachusetts,2016,50,563,17,3,3.55,3.02,0.53
States,Michigan,2016,50,896,31,1,3.57,3.46,0.11
States,Minnesota,2016,50,338,7,0,2.07,2.07,0
States,Mississippi,2016,50,116,5,2,6.03,4.31,1.72
States,Missouri,2016,50,755,24,1,3.31,3.18,0.13
States,Montana,2016,50,129,10,0,7.75,7.75,0
States,Nebraska,2016,50,106,2,0,1.89,1.89,0
States,Nevada,2016,50,33,5,0,15.15,15.15,0
States,New Hampshire,2016,50,16,0,0,0,0,0
States,New Jersey,2016,50,X,X,X,X,X,X
States,New Mexico,2016,50,357,6,0,1.68,1.68,0
States,New York,2016,50,2102,126,8,6.37,5.99,0.38
States,North Carolina,2016,50,313,12,8,6.39,3.83,2.56
States,North Dakota,2016,50,30,1,0,3.33,3.33,0
States,Ohio,2016,50,1647,38,4,2.55,2.31,0.24
States,Oklahoma,2016,50,197,5,0,2.54,2.54,0
States,Oregon,2016,50,579,151,0,26.08,26.08,0
States,Pennsylvania,2016,50,525,14,2,3.05,2.67,0.38
States,Rhode Island,2016,50,X,X,X,X,X,X
States,South Carolina,2016,50,360,5,6,3.06,1.39,1.67
States,South Dakota,2016,50,144,2,1,2.08,1.39,0.69
States,Tennessee,2016,50,220,7,3,4.55,3.18,1.36
States,Texas,2016,50,2035,75,24,4.86,3.69,1.18
States,Utah,2016,50,766,92,0,12.01,12.01,0
States,Vermont,2016,50,101,7,0,6.93,6.93,0
States,Virginia,2016,50,232,9,0,3.88,3.88,0
States,Washington,2016,50,714,69,2,9.94,9.66,0.28
States,West Virginia,2016,50,503,12,1,2.58,2.39,0.2
States,Wisconsin,2016,50,764,16,2,2.36,2.09,0.26
States,Wyoming,2016,50,X,X,X,X,X,X
States,Puerto Rico,2016,50,0,0,0,0,0,0
States,Virgin Islands,2016,50,X,X,X,X,X,X
States,New York City,2016,50,X,X,X,X,X,X
States,Alabama,2016,51,753,33,11,5.84,4.38,1.46
States,Alaska,2016,51,X,X,X,X,X,X
States,Arizona,2016,51,237,6,0,2.53,2.53,0
States,Arkansas,2016,51,82,4,0,4.88,4.88,0
States,California,2016,51,1530,119,2,7.91,7.78,0.13
States,Colorado,2016,51,653,54,5,9.04,8.27,0.77
States,Connecticut,2016,51,433,44,3,10.85,10.16,0.69
States,Delaware,2016,51,180,7,0,3.89,3.89,0
States,District of Columbia,2016,51,X,X,X,X,X,X
States,Florida,2016,51,X,X,X,X,X,X
States,Georgia,2016,51,1206,99,35,11.11,8.21,2.9
States,Hawaii,2016,51,292,21,5,8.9,7.19,1.71
States,Idaho,2016,51,87,30,0,34.48,34.48,0
States,Illinois,2016,51,453,19,9,6.18,4.19,1.99
States,Indiana,2016,51,217,3,0,1.38,1.38,0
States,Iowa,2016,51,165,7,2,5.45,4.24,1.21
States,Kansas,2016,51,126,18,0,14.29,14.29,0
States,Kentucky,2016,51,353,8,1,2.55,2.27,0.28
States,Louisiana,2016,51,1050,109,24,12.67,10.38,2.29
States,Maine,2016,51,X,X,X,X,X,X
States,Maryland,2016,51,154,4,1,3.25,2.6,0.65
States,Massachusetts,2016,51,632,31,4,5.54,4.91,0.63
States,Michigan,2016,51,951,40,14,5.68,4.21,1.47
States,Minnesota,2016,51,373,14,2,4.29,3.75,0.54
States,Mississippi,2016,51,162,4,3,4.32,2.47,1.85
States,Missouri,2016,51,757,37,1,5.02,4.89,0.13
States,Montana,2016,51,180,25,1,14.44,13.89,0.56
States,Nebraska,2016,51,150,8,1,6,5.33,0.67
States,Nevada,2016,51,29,5,0,17.24,17.24,0
States,New Hampshire,2016,51,25,3,0,12,12,0
States,New Jersey,2016,51,X,X,X,X,X,X
States,New Mexico,2016,51,350,5,0,1.43,1.43,0
States,New York,2016,51,2525,335,15,13.86,13.27,0.59
States,North Carolina,2016,51,520,98,12,21.15,18.85,2.31
States,North Dakota,2016,51,33,2,0,6.06,6.06,0
States,Ohio,2016,51,1719,79,10,5.18,4.6,0.58
States,Oklahoma,2016,51,224,12,3,6.7,5.36,1.34
States,Oregon,2016,51,737,239,3,32.84,32.43,0.41
States,Pennsylvania,2016,51,571,29,9,6.65,5.08,1.58
States,Rhode Island,2016,51,X,X,X,X,X,X
States,South Carolina,2016,51,380,13,9,5.79,3.42,2.37
States,South Dakota,2016,51,157,5,1,3.82,3.18,0.64
States,Tennessee,2016,51,267,15,1,5.99,5.62,0.37
States,Texas,2016,51,1949,86,46,6.77,4.41,2.36
States,Utah,2016,51,984,217,4,22.46,22.05,0.41
States,Vermont,2016,51,145,11,2,8.97,7.59,1.38
States,Virginia,2016,51,229,10,0,4.37,4.37,0
States,Washington,2016,51,942,176,2,18.9,18.68,0.21
States,West Virginia,2016,51,560,31,4,6.25,5.54,0.71
States,Wisconsin,2016,51,826,39,6,5.45,4.72,0.73
States,Wyoming,2016,51,X,X,X,X,X,X
States,Puerto Rico,2016,51,0,0,0,0,0,0
States,Virgin Islands,2016,51,X,X,X,X,X,X
States,New York City,2016,51,X,X,X,X,X,X
States,Alabama,2016,52,938,56,16,7.68,5.97,1.71
States,Alaska,2016,52,X,X,X,X,X,X
States,Arizona,2016,52,282,2,1,1.06,0.71,0.35
States,Arkansas,2016,52,84,5,0,5.95,5.95,0
States,California,2016,52,1839,218,10,12.4,11.85,0.54
States,Colorado,2016,52,915,127,6,14.54,13.88,0.66
States,Connecticut,2016,52,653,107,6,17.3,16.39,0.92
States,Delaware,2016,52,205,17,0,8.29,8.29,0
States,District of Columbia,2016,52,X,X,X,X,X,X
States,Florida,2016,52,X,X,X,X,X,X
States,Georgia,2016,52,1325,115,29,10.87,8.68,2.19
States,Hawaii,2016,52,354,7,18,7.06,1.98,5.08
States,Idaho,2016,52,106,35,0,33.02,33.02,0
States,Illinois,2016,52,607,43,16,9.72,7.08,2.64
States,Indiana,2016,52,191,5,1,3.14,2.62,0.52
States,Iowa,2016,52,131,12,2,10.69,9.16,1.53
States,Kansas,2016,52,138,7,0,5.07,5.07,0
States,Kentucky,2016,52,350,7,0,2,2,0
States,Louisiana,2016,52,1284,117,35,11.84,9.11,2.73
States,Maine,2016,52,61,7,0,11.48,11.48,0
States,Maryland,2016,52,270,52,2,20,19.26,0.74
States,Massachusetts,2016,52,887,82,5,9.81,9.24,0.56
States,Michigan,2016,52,1230,63,10,5.93,5.12,0.81
States,Minnesota,2016,52,468,31,3,7.26,6.62,0.64
States,Mississippi,2016,52,179,14,8,12.29,7.82,4.47
States,Missouri,2016,52,928,70,5,8.08,7.54,0.54
States,Montana,2016,52,244,68,0,27.87,27.87,0
States,Nebraska,2016,52,160,10,0,6.25,6.25,0
States,Nevada,2016,52,X,X,X,X,X,X
States,New Hampshire,2016,52,40,2,0,5,5,0
States,New Jersey,2016,52,X,X,X,X,X,X
States,New Mexico,2016,52,354,9,3,3.39,2.54,0.85
States,New York,2016,52,2914,675,13,23.61,23.16,0.45
States,North Carolina,2016,52,658,78,9,13.22,11.85,1.37
States,North Dakota,2016,52,64,11,0,17.19,17.19,0
States,Ohio,2016,52,2121,172,20,9.05,8.11,0.94
States,Oklahoma,2016,52,265,14,2,6.04,5.28,0.75
States,Oregon,2016,52,1199,522,0,43.54,43.54,0
States,Pennsylvania,2016,52,672,54,15,10.27,8.04,2.23
States,Rhode Island,2016,52,X,X,X,X,X,X
States,South Carolina,2016,52,476,19,13,6.72,3.99,2.73
States,South Dakota,2016,52,210,11,0,5.24,5.24,0
States,Tennessee,2016,52,338,30,4,10.06,8.88,1.18
States,Texas,2016,52,2449,129,38,6.82,5.27,1.55
States,Utah,2016,52,1240,308,1,24.92,24.84,0.08
States,Vermont,2016,52,195,21,1,11.28,10.77,0.51
States,Virginia,2016,52,241,29,1,12.45,12.03,0.41
States,Washington,2016,52,1459,333,2,22.96,22.82,0.14
States,West Virginia,2016,52,765,54,10,8.37,7.06,1.31
States,Wisconsin,2016,52,1032,72,5,7.46,6.98,0.48
States,Wyoming,2016,52,X,X,X,X,X,X
States,Puerto Rico,2016,52,0,0,0,0,0,0
States,Virgin Islands,2016,52,X,X,X,X,X,X
States,New York City,2016,52,X,X,X,X,X,X
States,Alabama,2017,1,822,43,9,6.33,5.23,1.09
States,Alaska,2017,1,X,X,X,X,X,X
States,Arizona,2017,1,299,10,0,3.34,3.34,0
States,Arkansas,2017,1,46,6,0,13.04,13.04,0
States,California,2017,1,2139,338,0,15.8,15.8,0
States,Colorado,2017,1,949,112,3,12.12,11.8,0.32
States,Connecticut,2017,1,602,75,6,13.46,12.46,1
States,Delaware,2017,1,231,23,1,10.39,9.96,0.43
States,District of Columbia,2017,1,X,X,X,X,X,X
States,Florida,2017,1,X,X,X,X,X,X
States,Georgia,2017,1,1152,91,24,9.98,7.9,2.08
States,Hawaii,2017,1,338,28,10,11.24,8.28,2.96
States,Idaho,2017,1,150,36,0,24,24,0
States,Illinois,2017,1,626,43,15,9.27,6.87,2.4
States,Indiana,2017,1,272,11,2,4.78,4.04,0.74
States,Iowa,2017,1,225,34,2,16,15.11,0.89
States,Kansas,2017,1,142,6,0,4.23,4.23,0
States,Kentucky,2017,1,358,10,1,3.07,2.79,0.28
States,Louisiana,2017,1,1279,121,37,12.35,9.46,2.89
States,Maine,2017,1,73,9,2,15.07,12.33,2.74
States,Maryland,2017,1,215,21,3,11.16,9.77,1.4
States,Massachusetts,2017,1,990,84,10,9.49,8.48,1.01
States,Michigan,2017,1,1269,80,15,7.49,6.3,1.18
States,Minnesota,2017,1,536,37,3,7.46,6.9,0.56
States,Mississippi,2017,1,133,11,1,9.02,8.27,0.75
States,Missouri,2017,1,972,85,6,9.36,8.74,0.62
States,Montana,2017,1,221,51,0,23.08,23.08,0
States,Nebraska,2017,1,171,16,2,10.53,9.36,1.17
States,Nevada,2017,1,24,1,0,4.17,4.17,0
States,New Hampshire,2017,1,46,4,0,8.7,8.7,0
States,New Jersey,2017,1,X,X,X,X,X,X
States,New Mexico,2017,1,444,27,0,6.08,6.08,0
States,New York,2017,1,3627,603,22,17.23,16.63,0.61
States,North Carolina,2017,1,537,29,11,7.45,5.4,2.05
States,North Dakota,2017,1,55,4,0,7.27,7.27,0
States,Ohio,2017,1,2311,193,29,9.61,8.35,1.25
States,Oklahoma,2017,1,298,16,3,6.38,5.37,1.01
States,Oregon,2017,1,1473,520,4,35.57,35.3,0.27
States,Pennsylvania,2017,1,883,93,11,11.78,10.53,1.25
States,Rhode Island,2017,1,X,X,X,X,X,X
States,South Carolina,2017,1,382,25,9,8.9,6.54,2.36
States,South Dakota,2017,1,184,8,0,4.35,4.35,0
States,Tennessee,2017,1,283,20,5,8.83,7.07,1.77
States,Texas,2017,1,2278,155,42,8.65,6.8,1.84
States,Utah,2017,1,1303,222,2,17.19,17.04,0.15
States,Vermont,2017,1,256,39,2,16.02,15.23,0.78
States,Virginia,2017,1,325,28,3,9.54,8.62,0.92
States,Washington,2017,1,1793,406,8,23.09,22.64,0.45
States,West Virginia,2017,1,764,38,14,6.81,4.97,1.83
States,Wisconsin,2017,1,1201,93,5,8.16,7.74,0.42
States,Wyoming,2017,1,X,X,X,X,X,X
States,Puerto Rico,2017,1,0,0,0,0,0,0
States,Virgin Islands,2017,1,X,X,X,X,X,X
States,New York City,2017,1,X,X,X,X,X,X
States,Alabama,2017,2,781,55,15,8.96,7.04,1.92
States,Alaska,2017,2,X,X,X,X,X,X
States,Arizona,2017,2,292,7,0,2.4,2.4,0
States,Arkansas,2017,2,86,4,1,5.81,4.65,1.16
States,California,2017,2,2254,356,10,16.24,15.79,0.44
States,Colorado,2017,2,876,101,3,11.87,11.53,0.34
States,Connecticut,2017,2,616,78,3,13.15,12.66,0.49
States,Delaware,2017,2,233,30,1,13.3,12.88,0.43
States,District of Columbia,2017,2,X,X,X,X,X,X
States,Florida,2017,2,X,X,X,X,X,X
States,Georgia,2017,2,1090,131,25,14.31,12.02,2.29
States,Hawaii,2017,2,322,28,5,10.25,8.7,1.55
States,Idaho,2017,2,170,38,0,22.35,22.35,0
States,Illinois,2017,2,663,78,27,15.84,11.76,4.07
States,Indiana,2017,2,245,7,1,3.27,2.86,0.41
States,Iowa,2017,2,287,36,1,12.89,12.54,0.35
States,Kansas,2017,2,166,17,0,10.24,10.24,0
States,Kentucky,2017,2,285,18,1,6.67,6.32,0.35
States,Louisiana,2017,2,1248,126,46,13.78,10.1,3.69
States,Maine,2017,2,77,13,0,16.88,16.88,0
States,Maryland,2017,2,202,23,4,13.37,11.39,1.98
States,Massachusetts,2017,2,1072,163,8,15.95,15.21,0.75
States,Michigan,2017,2,1145,94,13,9.34,8.21,1.14
States,Minnesota,2017,2,644,59,5,9.94,9.16,0.78
States,Mississippi,2017,2,128,7,3,7.81,5.47,2.34
States,Missouri,2017,2,1032,115,11,12.21,11.14,1.07
States,Montana,2017,2,273,57,1,21.25,20.88,0.37
States,Nebraska,2017,2,178,33,0,18.54,18.54,0
States,Nevada,2017,2,35,6,0,17.14,17.14,0
States,New Hampshire,2017,2,32,2,2,12.5,6.25,6.25
States,New Jersey,2017,2,X,X,X,X,X,X
States,New Mexico,2017,2,467,33,3,7.71,7.07,0.64
States,New York,2017,2,3028,616,40,21.66,20.34,1.32
States,North Carolina,2017,2,460,54,12,14.35,11.74,2.61
States,North Dakota,2017,2,68,4,9,19.12,5.88,13.24
States,Ohio,2017,2,2402,261,36,12.36,10.87,1.5
States,Oklahoma,2017,2,298,29,1,10.07,9.73,0.34
States,Oregon,2017,2,1404,447,4,32.12,31.84,0.28
States,Pennsylvania,2017,2,961,120,21,14.67,12.49,2.19
States,Rhode Island,2017,2,X,X,X,X,X,X
States,South Carolina,2017,2,433,31,13,10.16,7.16,3
States,South Dakota,2017,2,237,27,0,11.39,11.39,0
States,Tennessee,2017,2,272,23,6,10.66,8.46,2.21
States,Texas,2017,2,2400,285,47,13.83,11.88,1.96
States,Utah,2017,2,1221,226,0,18.51,18.51,0
States,Vermont,2017,2,209,29,0,13.88,13.88,0
States,Virginia,2017,2,360,18,7,6.94,5,1.94
States,Washington,2017,2,1924,461,8,24.38,23.96,0.42
States,West Virginia,2017,2,652,30,12,6.44,4.6,1.84
States,Wisconsin,2017,2,1290,126,22,11.47,9.77,1.71
States,Wyoming,2017,2,X,X,X,X,X,X
States,Puerto Rico,2017,2,0,0,0,0,0,0
States,Virgin Islands,2017,2,X,X,X,X,X,X
States,New York City,2017,2,X,X,X,X,X,X
States,Alabama,2017,3,694,72,17,12.82,10.37,2.45
States,Alaska,2017,3,X,X,X,X,X,X
States,Arizona,2017,3,269,6,1,2.6,2.23,0.37
States,Arkansas,2017,3,95,10,0,10.53,10.53,0
States,California,2017,3,2055,274,8,13.72,13.33,0.39
States,Colorado,2017,3,802,102,6,13.47,12.72,0.75
States,Connecticut,2017,3,637,123,5,20.09,19.31,0.78
States,Delaware,2017,3,219,37,3,18.26,16.89,1.37
States,District of Columbia,2017,3,X,X,X,X,X,X
States,Florida,2017,3,X,X,X,X,X,X
States,Georgia,2017,3,1323,241,27,20.26,18.22,2.04
States,Hawaii,2017,3,292,30,8,13.01,10.27,2.74
States,Idaho,2017,3,146,28,0,19.18,19.18,0
States,Illinois,2017,3,670,89,27,17.31,13.28,4.03
States,Indiana,2017,3,246,23,3,10.57,9.35,1.22
States,Iowa,2017,3,283,62,7,24.38,21.91,2.47
States,Kansas,2017,3,167,25,2,16.17,14.97,1.2
States,Kentucky,2017,3,321,20,2,6.85,6.23,0.62
States,Louisiana,2017,3,1381,197,58,18.46,14.27,4.2
States,Maine,2017,3,122,30,0,24.59,24.59,0
States,Maryland,2017,3,230,34,12,20,14.78,5.22
States,Massachusetts,2017,3,1098,184,11,17.76,16.76,1
States,Michigan,2017,3,1253,142,34,14.05,11.33,2.71
States,Minnesota,2017,3,673,109,5,16.94,16.2,0.74
States,Mississippi,2017,3,141,11,4,10.64,7.8,2.84
States,Missouri,2017,3,1028,120,16,13.23,11.67,1.56
States,Montana,2017,3,240,54,1,22.92,22.5,0.42
States,Nebraska,2017,3,192,44,0,22.92,22.92,0
States,Nevada,2017,3,28,6,0,21.43,21.43,0
States,New Hampshire,2017,3,51,1,1,3.92,1.96,1.96
States,New Jersey,2017,3,X,X,X,X,X,X
States,New Mexico,2017,3,530,51,1,9.81,9.62,0.19
States,New York,2017,3,3071,748,48,25.92,24.36,1.56
States,North Carolina,2017,3,507,64,6,13.81,12.62,1.18
States,North Dakota,2017,3,88,19,0,21.59,21.59,0
States,Ohio,2017,3,2603,360,60,16.14,13.83,2.31
States,Oklahoma,2017,3,292,27,3,10.27,9.25,1.03
States,Oregon,2017,3,1370,430,7,31.9,31.39,0.51
States,Pennsylvania,2017,3,1051,173,19,18.27,16.46,1.81
States,Rhode Island,2017,3,X,X,X,X,X,X
States,South Carolina,2017,3,467,32,25,12.21,6.85,5.35
States,South Dakota,2017,3,279,48,1,17.56,17.2,0.36
States,Tennessee,2017,3,268,26,6,11.94,9.7,2.24
States,Texas,2017,3,2417,340,55,16.34,14.07,2.28
States,Utah,2017,3,1095,183,1,16.8,16.71,0.09
States,Vermont,2017,3,270,32,4,13.33,11.85,1.48
States,Virginia,2017,3,405,33,6,9.63,8.15,1.48
States,Washington,2017,3,1972,480,17,25.2,24.34,0.86
States,West Virginia,2017,3,696,53,19,10.34,7.61,2.73
States,Wisconsin,2017,3,1362,155,24,13.14,11.38,1.76
States,Wyoming,2017,3,X,X,X,X,X,X
States,Puerto Rico,2017,3,0,0,0,0,0,0
States,Virgin Islands,2017,3,X,X,X,X,X,X
States,New York City,2017,3,X,X,X,X,X,X
States,Alabama,2017,4,706,73,16,12.61,10.34,2.27
States,Alaska,2017,4,X,X,X,X,X,X
States,Arizona,2017,4,299,10,0,3.34,3.34,0
States,Arkansas,2017,4,111,12,0,10.81,10.81,0
States,California,2017,4,2026,249,9,12.73,12.29,0.44
States,Colorado,2017,4,829,109,9,14.23,13.15,1.09
States,Connecticut,2017,4,693,130,7,19.77,18.76,1.01
States,Delaware,2017,4,226,54,3,25.22,23.89,1.33
States,District of Columbia,2017,4,X,X,X,X,X,X
States,Florida,2017,4,X,X,X,X,X,X
States,Georgia,2017,4,1287,213,36,19.35,16.55,2.8
States,Hawaii,2017,4,246,18,9,10.98,7.32,3.66
States,Idaho,2017,4,125,33,0,26.4,26.4,0
States,Illinois,2017,4,678,67,37,15.34,9.88,5.46
States,Indiana,2017,4,267,26,1,10.11,9.74,0.37
States,Iowa,2017,4,301,76,7,27.57,25.25,2.33
States,Kansas,2017,4,138,12,0,8.7,8.7,0
States,Kentucky,2017,4,363,25,0,6.89,6.89,0
States,Louisiana,2017,4,1577,231,31,16.61,14.65,1.97
States,Maine,2017,4,104,26,0,25,25,0
States,Maryland,2017,4,280,47,23,25,16.79,8.21
States,Massachusetts,2017,4,1392,235,14,17.89,16.88,1.01
States,Michigan,2017,4,1319,153,49,15.31,11.6,3.71
States,Minnesota,2017,4,706,115,8,17.42,16.29,1.13
States,Mississippi,2017,4,134,16,1,12.69,11.94,0.75
States,Missouri,2017,4,1123,126,17,12.73,11.22,1.51
States,Montana,2017,4,234,41,2,18.38,17.52,0.85
States,Nebraska,2017,4,213,53,0,24.88,24.88,0
States,Nevada,2017,4,28,5,0,17.86,17.86,0
States,New Hampshire,2017,4,38,4,0,10.53,10.53,0
States,New Jersey,2017,4,X,X,X,X,X,X
States,New Mexico,2017,4,618,77,6,13.43,12.46,0.97
States,New York,2017,4,4271,1052,74,26.36,24.63,1.73
States,North Carolina,2017,4,521,59,9,13.05,11.32,1.73
States,North Dakota,2017,4,103,13,2,14.56,12.62,1.94
States,Ohio,2017,4,2647,378,85,17.49,14.28,3.21
States,Oklahoma,2017,4,340,56,8,18.82,16.47,2.35
States,Oregon,2017,4,1213,315,15,27.21,25.97,1.24
States,Pennsylvania,2017,4,1008,199,25,22.22,19.74,2.48
States,Rhode Island,2017,4,X,X,X,X,X,X
States,South Carolina,2017,4,539,50,31,15.03,9.28,5.75
States,South Dakota,2017,4,258,48,0,18.6,18.6,0
States,Tennessee,2017,4,231,15,2,7.36,6.49,0.87
States,Texas,2017,4,2699,402,74,17.64,14.89,2.74
States,Utah,2017,4,1073,150,2,14.17,13.98,0.19
States,Vermont,2017,4,254,27,2,11.42,10.63,0.79
States,Virginia,2017,4,411,46,8,13.14,11.19,1.95
States,Washington,2017,4,1773,343,17,20.3,19.35,0.96
States,West Virginia,2017,4,563,38,20,10.3,6.75,3.55
States,Wisconsin,2017,4,1503,253,44,19.76,16.83,2.93
States,Wyoming,2017,4,X,X,X,X,X,X
States,Puerto Rico,2017,4,0,0,0,0,0,0
States,Virgin Islands,2017,4,X,X,X,X,X,X
States,New York City,2017,4,X,X,X,X,X,X
States,Alabama,2017,5,952,103,26,13.55,10.82,2.73
States,Alaska,2017,5,X,X,X,X,X,X
States,Arizona,2017,5,294,11,0,3.74,3.74,0
States,Arkansas,2017,5,129,19,5,18.6,14.73,3.88
States,California,2017,5,2124,298,13,14.64,14.03,0.61
States,Colorado,2017,5,991,151,11,16.35,15.24,1.11
States,Connecticut,2017,5,721,164,5,23.44,22.75,0.69
States,Delaware,2017,5,306,89,6,31.05,29.08,1.96
States,District of Columbia,2017,5,X,X,X,X,X,X
States,Florida,2017,5,X,X,X,X,X,X
States,Georgia,2017,5,1572,278,62,21.63,17.68,3.94
States,Hawaii,2017,5,266,25,4,10.9,9.4,1.5
States,Idaho,2017,5,120,20,0,16.67,16.67,0
States,Illinois,2017,5,689,120,50,24.67,17.42,7.26
States,Indiana,2017,5,294,54,8,21.09,18.37,2.72
States,Iowa,2017,5,476,134,29,34.24,28.15,6.09
States,Kansas,2017,5,165,22,1,13.94,13.33,0.61
States,Kentucky,2017,5,386,34,2,9.33,8.81,0.52
States,Louisiana,2017,5,1822,349,87,23.93,19.15,4.77
States,Maine,2017,5,137,44,1,32.85,32.12,0.73
States,Maryland,2017,5,285,63,8,24.91,22.11,2.81
States,Massachusetts,2017,5,1324,288,16,22.96,21.75,1.21
States,Michigan,2017,5,1491,188,62,16.77,12.61,4.16
States,Minnesota,2017,5,775,133,13,18.84,17.16,1.68
States,Mississippi,2017,5,156,26,4,19.23,16.67,2.56
States,Missouri,2017,5,1141,149,28,15.51,13.06,2.45
States,Montana,2017,5,223,34,1,15.7,15.25,0.45
States,Nebraska,2017,5,251,65,5,27.89,25.9,1.99
States,Nevada,2017,5,32,15,0,46.88,46.88,0
States,New Hampshire,2017,5,34,1,0,2.94,2.94,0
States,New Jersey,2017,5,X,X,X,X,X,X
States,New Mexico,2017,5,639,124,3,19.87,19.41,0.47
States,New York,2017,5,3520,964,54,28.92,27.39,1.53
States,North Carolina,2017,5,752,164,18,24.2,21.81,2.39
States,North Dakota,2017,5,103,13,1,13.59,12.62,0.97
States,Ohio,2017,5,2750,438,112,20,15.93,4.07
States,Oklahoma,2017,5,454,72,24,21.15,15.86,5.29
States,Oregon,2017,5,1058,269,16,26.94,25.43,1.51
States,Pennsylvania,2017,5,1160,280,33,26.98,24.14,2.84
States,Rhode Island,2017,5,X,X,X,X,X,X
States,South Carolina,2017,5,540,54,26,14.81,10,4.81
States,South Dakota,2017,5,328,66,7,22.26,20.12,2.13
States,Tennessee,2017,5,301,33,11,14.62,10.96,3.65
States,Texas,2017,5,3425,664,107,22.51,19.39,3.12
States,Utah,2017,5,1056,166,6,16.29,15.72,0.57
States,Vermont,2017,5,202,20,4,11.88,9.9,1.98
States,Virginia,2017,5,268,70,4,27.61,26.12,1.49
States,Washington,2017,5,1606,245,24,16.75,15.26,1.49
States,West Virginia,2017,5,644,33,11,6.83,5.12,1.71
States,Wisconsin,2017,5,1558,357,51,26.19,22.91,3.27
States,Wyoming,2017,5,X,X,X,X,X,X
States,Puerto Rico,2017,5,0,0,0,0,0,0
States,Virgin Islands,2017,5,X,X,X,X,X,X
States,New York City,2017,5,X,X,X,X,X,X
States,Alabama,2017,6,1106,120,40,14.47,10.85,3.62
States,Alaska,2017,6,X,X,X,X,X,X
